Gene,Function,GOID,Cat
AT2G04040,antiporter activity,GO:0015297,func
AT2G04050,antiporter activity,GO:0015297,func
AT2G02810,antiporter activity,GO:0015297,func
AT3G11320,antiporter activity,GO:0015297,func
AT2G39970,antiporter activity,GO:0015297,func
AT5G27520,antiporter activity,GO:0015297,func
AT5G52450,antiporter activity,GO:0015297,func
AT5G52050,antiporter activity,GO:0015297,func
AT3G21690,antiporter activity,GO:0015297,func
AT5G17860,antiporter activity,GO:0015297,func
AT1G71140,antiporter activity,GO:0015297,func
AT2G34360,antiporter activity,GO:0015297,func
AT5G46110,antiporter activity,GO:0015297,func
AT3G14410,antiporter activity,GO:0015297,func
AT2G04100,antiporter activity,GO:0015297,func
AT1G14360,antiporter activity,GO:0015297,func
AT5G57100,antiporter activity,GO:0015297,func
AT3G57090,apoptotic process,GO:0006915,proc
AT5G44930,arabinan biosynthetic process,GO:0035884,proc
AT1G78060,arabinan catabolic process,GO:0031222,proc
AT5G10560,arabinan catabolic process,GO:0031222,proc
AT3G06440,arabinogalactan protein metabolic process,GO:0010405,proc
AT5G62620,arabinogalactan protein metabolic process,GO:0010405,proc
AT1G30620,arabinose biosynthetic process,GO:0019567,proc
AT1G13980,ARF guanyl-nucleotide exchange factor activity,GO:0005086,func
AT3G43300,ARF guanyl-nucleotide exchange factor activity,GO:0005086,func
AT2G45070,ARF guanyl-nucleotide exchange factor activity,GO:0005086,func
AT4G24830,arginine biosynthetic process,GO:0006526,proc
AT5G10920,arginine biosynthetic process via ornithine,GO:0042450,proc
AT4G34710,arginine catabolic process,GO:0006527,proc
AT2G16500,arginine catabolic process,GO:0006527,proc
AT4G34710,arginine decarboxylase activity,GO:0008792,func
AT2G16500,arginine decarboxylase activity,GO:0008792,func
AT5G10920,argininosuccinate lyase activity,GO:0004056,func
AT4G24830,argininosuccinate metabolic process,GO:0000053,proc
AT4G24830,argininosuccinate synthase activity,GO:0004055,func
AT3G44720,arogenate dehydratase activity,GO:0047769,func
AT1G08250,arogenate dehydratase activity,GO:0047769,func
AT2G35500,aromatic amino acid family biosynthetic process,GO:0009073,proc
AT1G22410,aromatic amino acid family biosynthetic process,GO:0009073,proc
AT1G48850,aromatic amino acid family biosynthetic process,GO:0009073,proc
AT2G45300,aromatic amino acid family biosynthetic process,GO:0009073,proc
AT3G06350,aromatic amino acid family biosynthetic process,GO:0009073,proc
AT5G66120,aromatic amino acid family biosynthetic process,GO:0009073,proc
AT4G39540,aromatic amino acid family biosynthetic process,GO:0009073,proc
AT5G19500,aromatic amino acid transmembrane transporter activity,GO:0015173,func
AT5G19500,aromatic amino acid transport,GO:0015801,proc
AT1G33030,aromatic compound biosynthetic process,GO:0019438,proc
AT1G30400,arsenite transport,GO:0015700,proc
AT1G31230,aspartate family amino acid biosynthetic process,GO:0009067,proc
AT5G13280,aspartate kinase activity,GO:0004072,func
AT1G31230,aspartate kinase activity,GO:0004072,func
AT2G03120,"aspartic endopeptidase activity, intramembrane cleaving",GO:0042500,func
AT3G18490,aspartic-type endopeptidase activity,GO:0004190,func
AT2G17760,aspartic-type endopeptidase activity,GO:0004190,func
AT1G03220,aspartic-type endopeptidase activity,GO:0004190,func
AT1G03230,aspartic-type endopeptidase activity,GO:0004190,func
AT5G22850,aspartic-type endopeptidase activity,GO:0004190,func
AT1G77480,aspartic-type endopeptidase activity,GO:0004190,func
AT3G18490,aspartic-type peptidase activity,GO:0070001,func
AT1G11580,aspartyl esterase activity,GO:0045330,func
AT3G55620,assembly of large subunit precursor of preribosome,GO:1902626,proc
AT3G48750,asymmetric cell division,GO:0008356,proc
AT1G14580,asymmetric cell division,GO:0008356,proc
AT5G49700,AT DNA binding,GO:0003680,func
AT2G45850,AT DNA binding,GO:0003680,func
AT5G45900,Atg12 activating enzyme activity,GO:0019778,func
AT5G45900,Atg8 activating enzyme activity,GO:0019779,func
AT1G01540,ATP binding,GO:0005524,func
AT1G26230,ATP binding,GO:0005524,func
AT1G28440,ATP binding,GO:0005524,func
AT1G54350,ATP binding,GO:0005524,func
AT1G55490,ATP binding,GO:0005524,func
AT1G60800,ATP binding,GO:0005524,func
AT1G64400,ATP binding,GO:0005524,func
AT1G66430,ATP binding,GO:0005524,func
AT1G79560,ATP binding,GO:0005524,func
AT2G03890,ATP binding,GO:0005524,func
AT2G26730,ATP binding,GO:0005524,func
AT2G27060,ATP binding,GO:0005524,func
AT2G28000,ATP binding,GO:0005524,func
AT2G28070,ATP binding,GO:0005524,func
AT2G36350,ATP binding,GO:0005524,func
AT2G37050,ATP binding,GO:0005524,func
AT2G45340,ATP binding,GO:0005524,func
AT3G08680,ATP binding,GO:0005524,func
AT3G12690,ATP binding,GO:0005524,func
AT3G12780,ATP binding,GO:0005524,func
AT3G16290,ATP binding,GO:0005524,func
AT3G24660,ATP binding,GO:0005524,func
AT3G56370,ATP binding,GO:0005524,func
AT3G56960,ATP binding,GO:0005524,func
AT4G18480,ATP binding,GO:0005524,func
AT4G22130,ATP binding,GO:0005524,func
AT4G39400,ATP binding,GO:0005524,func
AT5G04110,ATP binding,GO:0005524,func
AT5G13630,ATP binding,GO:0005524,func
AT5G16715,ATP binding,GO:0005524,func
AT5G16810,ATP binding,GO:0005524,func
AT5G26570,ATP binding,GO:0005524,func
AT5G59010,ATP binding,GO:0005524,func
AT1G36160,ATP binding,GO:0005524,func
AT1G80030,ATP binding,GO:0005524,func
AT2G36910,ATP binding,GO:0005524,func
AT3G55610,ATP binding,GO:0005524,func
AT3G62700,ATP binding,GO:0005524,func
AT4G30960,ATP binding,GO:0005524,func
AT4G37270,ATP binding,GO:0005524,func
AT5G42990,ATP binding,GO:0005524,func
AT5G02490,ATP binding,GO:0005524,func
AT3G23150,ATP binding,GO:0005524,func
AT5G41990,ATP binding,GO:0005524,func
AT4G18950,ATP binding,GO:0005524,func
AT5G13280,ATP binding,GO:0005524,func
AT3G13100,ATP binding,GO:0005524,func
AT1G79410,ATP binding,GO:0005524,func
AT3G22890,ATP binding,GO:0005524,func
AT5G55200,ATP binding,GO:0005524,func
AT3G09440,ATP binding,GO:0005524,func
AT5G56010,ATP binding,GO:0005524,func
AT1G30270,ATP binding,GO:0005524,func
AT4G33430,ATP binding,GO:0005524,func
AT1G56140,ATP binding,GO:0005524,func
AT4G33770,ATP binding,GO:0005524,func
AT3G20860,ATP binding,GO:0005524,func
AT5G26667,ATP binding,GO:0005524,func
AT3G44110,ATP binding,GO:0005524,func
AT1G73080,ATP binding,GO:0005524,func
AT4G24830,ATP binding,GO:0005524,func
AT1G79930,ATP binding,GO:0005524,func
AT1G07810,ATP binding,GO:0005524,func
AT3G59140,ATP binding,GO:0005524,func
AT5G10520,ATP binding,GO:0005524,func
AT1G54130,ATP binding,GO:0005524,func
ATMG01080,ATP binding,GO:0005524,func
AT4G34200,ATP binding,GO:0005524,func
AT5G50370,ATP binding,GO:0005524,func
AT4G36270,ATP binding,GO:0005524,func
AT4G00900,ATP binding,GO:0005524,func
AT5G57480,ATP binding,GO:0005524,func
AT3G14050,ATP binding,GO:0005524,func
AT3G17770,ATP binding,GO:0005524,func
AT1G63440,ATP binding,GO:0005524,func
AT1G15520,ATP binding,GO:0005524,func
AT1G09970,ATP binding,GO:0005524,func
AT1G80300,ATP binding,GO:0005524,func
AT1G20510,ATP binding,GO:0005524,func
AT3G60160,ATP binding,GO:0005524,func
AT1G28210,ATP binding,GO:0005524,func
AT1G30400,ATP binding,GO:0005524,func
AT1G32380,ATP binding,GO:0005524,func
AT1G51980,ATP binding,GO:0005524,func
AT1G54270,ATP binding,GO:0005524,func
AT2G30360,ATP binding,GO:0005524,func
AT1G59820,ATP binding,GO:0005524,func
AT4G23100,ATP binding,GO:0005524,func
AT2G34660,ATP binding,GO:0005524,func
AT4G27960,ATP binding,GO:0005524,func
AT4G28490,ATP binding,GO:0005524,func
AT2G46500,ATP binding,GO:0005524,func
AT3G01640,ATP binding,GO:0005524,func
AT2G05710,ATP binding,GO:0005524,func
AT2G05940,ATP binding,GO:0005524,func
AT2G11520,ATP binding,GO:0005524,func
AT3G05050,ATP binding,GO:0005524,func
AT5G01810,ATP binding,GO:0005524,func
AT2G17290,ATP binding,GO:0005524,func
AT2G20420,ATP binding,GO:0005524,func
AT2G30040,ATP binding,GO:0005524,func
AT2G31390,ATP binding,GO:0005524,func
AT2G47800,ATP binding,GO:0005524,func
AT3G24550,ATP binding,GO:0005524,func
AT2G36880,ATP binding,GO:0005524,func
AT5G22060,ATP binding,GO:0005524,func
AT5G27600,ATP binding,GO:0005524,func
AT2G42520,ATP binding,GO:0005524,func
AT2G44350,ATP binding,GO:0005524,func
AT3G08760,ATP binding,GO:0005524,func
AT3G02880,ATP binding,GO:0005524,func
AT3G04080,ATP binding,GO:0005524,func
AT5G51070,ATP binding,GO:0005524,func
AT3G59760,ATP binding,GO:0005524,func
AT4G29810,ATP binding,GO:0005524,func
AT5G54590,ATP binding,GO:0005524,func
AT5G04930,ATP binding,GO:0005524,func
AT5G55560,ATP binding,GO:0005524,func
AT5G42020,ATP binding,GO:0005524,func
AT3G13050,ATP binding,GO:0005524,func
AT3G17240,ATP binding,GO:0005524,func
AT5G66760,ATP binding,GO:0005524,func
AT5G24430,ATP binding,GO:0005524,func
AT5G50960,ATP binding,GO:0005524,func
AT5G51830,ATP binding,GO:0005524,func
AT3G48990,ATP binding,GO:0005524,func
AT5G08160,ATP binding,GO:0005524,func
AT3G58510,ATP binding,GO:0005524,func
AT5G03290,ATP binding,GO:0005524,func
AT5G50850,ATP binding,GO:0005524,func
AT5G20000,ATP binding,GO:0005524,func
AT5G57015,ATP binding,GO:0005524,func
AT5G58290,ATP binding,GO:0005524,func
AT5G28540,ATP binding,GO:0005524,func
AT1G01910,ATP binding,GO:0005524,func
AT1G54960,ATP binding,GO:0005524,func
AT1G72540,ATP binding,GO:0005524,func
AT2G16920,ATP binding,GO:0005524,func
AT2G20900,ATP binding,GO:0005524,func
AT2G35390,ATP binding,GO:0005524,func
AT2G36380,ATP binding,GO:0005524,func
AT2G39480,ATP binding,GO:0005524,func
AT3G13380,ATP binding,GO:0005524,func
AT3G63380,ATP binding,GO:0005524,func
AT4G18050,ATP binding,GO:0005524,func
AT4G25390,ATP binding,GO:0005524,func
AT4G26270,ATP binding,GO:0005524,func
AT4G33520,ATP binding,GO:0005524,func
AT5G25930,ATP binding,GO:0005524,func
AT5G51770,ATP binding,GO:0005524,func
AT5G58730,ATP binding,GO:0005524,func
AT5G59700,ATP binding,GO:0005524,func
AT1G10210,ATP binding,GO:0005524,func
AT1G26150,ATP binding,GO:0005524,func
AT1G49580,ATP binding,GO:0005524,func
AT1G64230,ATP binding,GO:0005524,func
AT2G21960,ATP binding,GO:0005524,func
AT2G39730,ATP binding,GO:0005524,func
AT3G15354,ATP binding,GO:0005524,func
AT3G48750,ATP binding,GO:0005524,func
AT4G24450,ATP binding,GO:0005524,func
AT5G14210,ATP binding,GO:0005524,func
AT5G19150,ATP binding,GO:0005524,func
AT5G19220,ATP binding,GO:0005524,func
AT5G37790,ATP binding,GO:0005524,func
AT5G41340,ATP binding,GO:0005524,func
AT5G44510,ATP binding,GO:0005524,func
AT5G50000,ATP binding,GO:0005524,func
AT5G58140,ATP binding,GO:0005524,func
AT2G22480,ATP binding,GO:0005524,func
AT2G41700,ATP binding,GO:0005524,func
AT5G04720,ATP binding,GO:0005524,func
AT5G26710,ATP binding,GO:0005524,func
AT1G08130,ATP binding,GO:0005524,func
AT1G58602,ATP binding,GO:0005524,func
AT3G11710,ATP binding,GO:0005524,func
AT2G41560,ATP binding,GO:0005524,func
AT2G42290,ATP binding,GO:0005524,func
AT3G49670,ATP binding,GO:0005524,func
AT5G57110,ATP binding,GO:0005524,func
AT4G23300,ATP binding,GO:0005524,func
AT5G21222,ATP binding,GO:0005524,func
AT1G03000,ATP binding,GO:0005524,func
AT1G56720,ATP binding,GO:0005524,func
AT1G20650,ATP binding,GO:0005524,func
AT1G27190,ATP binding,GO:0005524,func
AT1G31420,ATP binding,GO:0005524,func
AT3G28040,ATP binding,GO:0005524,func
AT5G54090,ATP binding,GO:0005524,func
AT1G48520,ATP binding,GO:0005524,func
AT3G45850,ATP binding,GO:0005524,func
AT1G62630,ATP binding,GO:0005524,func
AT1G65070,ATP binding,GO:0005524,func
AT1G66980,ATP binding,GO:0005524,func
AT1G68830,ATP binding,GO:0005524,func
AT2G03590,ATP binding,GO:0005524,func
AT2G25710,ATP binding,GO:0005524,func
AT2G26930,ATP binding,GO:0005524,func
AT3G17470,ATP binding,GO:0005524,func
AT2G31170,ATP binding,GO:0005524,func
AT2G41820,ATP binding,GO:0005524,func
AT3G06980,ATP binding,GO:0005524,func
AT5G27950,ATP binding,GO:0005524,func
AT5G35170,ATP binding,GO:0005524,func
AT3G59110,ATP binding,GO:0005524,func
AT4G04350,ATP binding,GO:0005524,func
AT5G45930,ATP binding,GO:0005524,func
AT5G48840,ATP binding,GO:0005524,func
AT5G51350,ATP binding,GO:0005524,func
AT3G45780,ATP binding,GO:0005524,func
AT4G19530,ATP binding,GO:0005524,func
AT5G43740,ATP binding,GO:0005524,func
AT4G09730,ATP binding,GO:0005524,func
AT5G61480,ATP binding,GO:0005524,func
AT4G11900,ATP binding,GO:0005524,func
AT5G53170,ATP binding,GO:0005524,func
AT5G64940,ATP binding,GO:0005524,func
AT5G26742,ATP binding,GO:0005524,func
AT5G16000,ATP binding,GO:0005524,func
AT5G64580,ATP binding,GO:0005524,func
AT4G29990,ATP binding,GO:0005524,func
AT5G66910,ATP binding,GO:0005524,func
AT1G61360,ATP binding,GO:0005524,func
AT4G10390,ATP binding,GO:0005524,func
AT4G15233,ATP binding,GO:0005524,func
AT4G39540,ATP binding,GO:0005524,func
AT5G39040,ATP binding,GO:0005524,func
AT2G14750,ATP binding,GO:0005524,func
AT3G28450,ATP binding,GO:0005524,func
AT4G39940,ATP binding,GO:0005524,func
AT3G47090,ATP binding,GO:0005524,func
AT4G23190,ATP binding,GO:0005524,func
AT1G10700,ATP binding,GO:0005524,func
AT1G60440,ATP binding,GO:0005524,func
AT2G45810,ATP binding,GO:0005524,func
AT2G04030,ATP binding,GO:0005524,func
AT4G31390,ATP binding,GO:0005524,func
AT5G16070,ATP binding,GO:0005524,func
AT5G65020,ATP binding,GO:0005524,func
AT2G25170,ATP binding,GO:0005524,func
AT2G20050,ATP binding,GO:0005524,func
AT1G59990,ATP binding,GO:0005524,func
AT1G07200,ATP binding,GO:0005524,func
AT4G08920,ATP binding,GO:0005524,func
AT4G30000,ATP binding,GO:0005524,func
AT1G79050,ATP binding,GO:0005524,func
AT5G22800,ATP binding,GO:0005524,func
AT4G34030,ATP binding,GO:0005524,func
AT5G58520,ATP binding,GO:0005524,func
AT5G49840,ATP binding,GO:0005524,func
AT1G08520,ATP binding,GO:0005524,func
AT1G10760,ATP binding,GO:0005524,func
AT1G12770,ATP binding,GO:0005524,func
AT1G13640,ATP binding,GO:0005524,func
AT1G20950,ATP binding,GO:0005524,func
AT1G31230,ATP binding,GO:0005524,func
AT1G35720,ATP binding,GO:0005524,func
AT1G53090,ATP binding,GO:0005524,func
AT1G67840,ATP binding,GO:0005524,func
AT2G41210,ATP binding,GO:0005524,func
AT2G01130,ATP binding,GO:0005524,func
AT2G22840,ATP binding,GO:0005524,func
AT2G26330,ATP binding,GO:0005524,func
AT3G56690,ATP binding,GO:0005524,func
AT3G45770,ATP binding,GO:0005524,func
AT3G53510,ATP binding,GO:0005524,func
AT5G10930,ATP binding,GO:0005524,func
AT3G48110,ATP binding,GO:0005524,func
AT2G37360,ATP binding,GO:0005524,func
AT2G25840,ATP binding,GO:0005524,func
AT4G25120,ATP binding,GO:0005524,func
AT1G78870,ATP binding,GO:0005524,func
AT3G45640,ATP binding,GO:0005524,func
AT3G57530,ATP binding,GO:0005524,func
AT3G62310,ATP binding,GO:0005524,func
AT5G44290,ATP binding,GO:0005524,func
AT5G02270,ATP binding,GO:0005524,func
AT4G04640,ATP biosynthetic process,GO:0006754,proc
AT3G63380,ATP hydrolysis coupled cation transmembrane transport,GO:0099132,proc
AT3G63380,ATP hydrolysis coupled ion transmembrane transport,GO:0099131,proc
AT4G33520,ATP hydrolysis coupled ion transmembrane transport,GO:0099131,proc
ATMG01080,ATP hydrolysis coupled proton transport,GO:0015991,proc
AT1G75630,ATP hydrolysis coupled proton transport,GO:0015991,proc
ATMG00160,ATP synthesis coupled electron transport,GO:0042773,proc
AT4G04640,ATP synthesis coupled proton transport,GO:0015986,proc
ATMG01080,ATP synthesis coupled proton transport,GO:0015986,proc
AT4G32260,ATP synthesis coupled proton transport,GO:0015986,proc
AT4G09650,ATP synthesis coupled proton transport,GO:0015986,proc
AT5G27520,ATP transmembrane transporter activity,GO:0005347,func
AT5G01500,ATP transmembrane transporter activity,GO:0005347,func
AT5G27520,ATP transport,GO:0015867,proc
AT1G80300,ATP:ADP antiporter activity,GO:0005471,func
AT3G08580,ATP:ADP antiporter activity,GO:0005471,func
AT5G13490,ATP:ADP antiporter activity,GO:0005471,func
AT1G79560,ATPase activity,GO:0016887,func
AT3G04340,ATPase activity,GO:0016887,func
AT3G16290,ATPase activity,GO:0016887,func
AT4G18480,ATPase activity,GO:0016887,func
AT4G37270,ATPase activity,GO:0016887,func
AT5G02490,ATPase activity,GO:0016887,func
AT3G09440,ATPase activity,GO:0016887,func
AT5G57480,ATPase activity,GO:0016887,func
AT1G15520,ATPase activity,GO:0016887,func
AT2G16510,ATPase activity,GO:0016887,func
AT3G04080,ATPase activity,GO:0016887,func
AT5G51070,ATPase activity,GO:0016887,func
AT5G42020,ATPase activity,GO:0016887,func
AT5G20000,ATPase activity,GO:0016887,func
AT5G58290,ATPase activity,GO:0016887,func
AT5G28540,ATPase activity,GO:0016887,func
AT1G01910,ATPase activity,GO:0016887,func
AT1G75630,ATPase activity,GO:0016887,func
AT1G03000,ATPase activity,GO:0016887,func
AT1G56050,ATPase activity,GO:0016887,func
AT3G45850,ATPase activity,GO:0016887,func
AT1G65070,ATPase activity,GO:0016887,func
AT5G27950,ATPase activity,GO:0016887,func
AT5G45930,ATPase activity,GO:0016887,func
AT4G09730,ATPase activity,GO:0016887,func
AT5G53170,ATPase activity,GO:0016887,func
AT4G15233,ATPase activity,GO:0016887,func
AT2G25170,ATPase activity,GO:0016887,func
AT5G49840,ATPase activity,GO:0016887,func
AT3G56690,ATPase activity,GO:0016887,func
AT5G02270,ATPase activity,GO:0016887,func
AT5G02490,"ATPase activity, coupled",GO:0042623,func
AT3G09440,"ATPase activity, coupled",GO:0042623,func
AT5G42020,"ATPase activity, coupled",GO:0042623,func
AT5G28540,"ATPase activity, coupled",GO:0042623,func
AT1G63440,"ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism",GO:0015662,func
AT1G59820,"ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism",GO:0015662,func
AT5G04930,"ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism",GO:0015662,func
AT4G33520,"ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism",GO:0015662,func
AT1G54350,"ATPase activity, coupled to transmembrane movement of substances",GO:0042626,func
AT2G28070,"ATPase activity, coupled to transmembrane movement of substances",GO:0042626,func
AT2G36910,"ATPase activity, coupled to transmembrane movement of substances",GO:0042626,func
AT3G62700,"ATPase activity, coupled to transmembrane movement of substances",GO:0042626,func
AT3G13100,"ATPase activity, coupled to transmembrane movement of substances",GO:0042626,func
AT3G59140,"ATPase activity, coupled to transmembrane movement of substances",GO:0042626,func
AT1G15520,"ATPase activity, coupled to transmembrane movement of substances",GO:0042626,func
AT3G60160,"ATPase activity, coupled to transmembrane movement of substances",GO:0042626,func
AT1G30400,"ATPase activity, coupled to transmembrane movement of substances",GO:0042626,func
